Shaw,53.5783,-2.0951,]
Fulwood,53.365,-1.544,]
Warminster,51.205,-2.181,]
Redhill,51.2393,-0.1726,]
Heckmondwike,53.708,-1.67,]
Poulton le Fylde,53.847,-2.995,]
Berkhampstead,51.76,-0.56,]
Wandsworth,51.455,-0.192,]
Sunbury,51.423,-0.424,]
Mickleover,52.901,-1.552,]
Bourne,52.7684,-0.3775,]
Madeley,52.637,-2.448,]
Ramsbottom,53.6483,-2.3167,]
Colne,53.8554,-2.1756,]
Alton,51.1498,-0.9769,]
Portchester,50.842,-1.12,]
Harwich,51.934,1.266,]
South Ockendon,51.5207,0.2956,]
Moreton,53.401,-3.111,]
Whittlesey,52.558,-0.13,]
Fern Down,50.81,-1.9,]
Barrhead,55.801,-4.389,]
Maesteg,51.61,-3.65,]
Saint Andrews,56.3404,-2.7955,]
Bonnyrigg,55.8747,-3.1031,]
Quedgeley,51.825,-2.28,]
Woodhouse,53.358,-1.373,]
Royston,52.0471,-0.0202,]
Bramhall,53.357,-2.164,]
Louth,53.3669,-0.0061,]
Hednesford,52.7115,-2.0006,]
Thorne,53.6083,-0.9583,]
Houghton Regis,51.9039,-0.5247,]
Thornton,53.7898,-1.8504,]
Heanor,53.014,-1.354,]
Friern Barnet,51.6126,-0.1584,]
Milton,53.05,-2.142,]
Hatfield,53.58,-1.0,]
Glen Parva,52.5867,-1.1617,]
Cottingham,53.7822,-0.4136,]
Clitheroe,53.8711,-2.3916,]
Mosbrough,53.325,-1.362,]
Heysham,54.046,-2.894,]
Clayton,53.782,-1.8135,]
Guisborough,54.535,-1.0563,]
Morriston,51.6647,-3.9389,]
High Blantyre,55.7936,-4.0919,]
Maltby,53.426,-1.21,]
Braunstone,52.616,-1.175,]
Haslingden,53.705,-2.328,]
North Hykeham,53.1833,-0.5875,]
Devizes,51.3528,-1.9958,]
Saltash,50.408,-4.212,]
Haslemere,51.09,-0.712,]
Brixham,50.394,-3.516,]
Saint Ives,52.3344,-0.0761,]
Fazakerley,53.4676,-2.9408,]
Windlesham,51.36,-0.66,]
Connahs Quay,53.218,-3.057,]
Plumstead,51.49,0.09,]
Bredbury,53.42,-2.113,]
Wellington,50.9755,-3.2243,]
Banstead,51.322,-0.204,]
Whickham,54.946,-1.6761,]
Grangemouth,56.012,-3.717,]
Keynsham,51.4135,-2.4968,]
Cleckheaton,53.725,-1.719,]
The Mumbles,51.573,-3.9992,]
Cowley,51.733,-1.215,]
Hebburn,54.972,-1.513,]
Ashby de la Zouch,52.746,-1.476,]
Enfield Lock,51.6686,-0.026,]
Kilwinning,55.655,-4.703,]
Westbury,51.26,-2.191,]
Stone,52.9,-2.15,]
Denby Dale,53.572,-1.655,]
Bangor,53.228,-4.128,]
Birstall,53.732,-1.66,]
Dungannon,54.5,-6.77,]
Ripon,54.138,-1.524,]
Queensbury,53.7683,-1.8453,]
Stepney,51.5152,-0.0462,]
Basford,52.978,-1.169,]
Tyldesley,53.5166,-2.4667,]
East Barnet,51.643,-0.163,]
Upton,53.385,-3.099,]
Buckley,53.172,-3.086,]
Johnstone,55.8346,-4.5027,]
Worcester Park,51.3752,-0.239,]
East Finchley,51.5902,-0.1753,]
Lewes,50.8747,0.0117,]
Chertsey,51.3902,-0.5074,]
South Hayling,50.78,-0.97,]
Penicuik,55.826,-3.22,]
Adwick le Street,53.5677,-1.1931,]
Hayes,51.378,0.0192,]
Addlestone,51.3695,-0.4901,]
Northallerton,54.3378,-1.4285,]
Lymington,50.75,-1.55,]
Carterton,51.76,-1.59,]
Ponders End,51.646,-0.046,]
Ince-in-Makerfield,53.5402,-2.599,]
Porthcawl,51.48,-3.69,]
Nailsea,51.43,-2.76,]
Oswestry,52.8598,-3.0538,]
Swinton,53.4877,-1.3149,]
West Ham,51.534,0.008,]
Matlock,53.14,-1.55,]
Saffron Walden,52.022,0.243,]
Shipley,53.833,-1.777,]
Todmorden,53.713,-2.096,]
Stapleford,52.929,-1.274,]
Weybridge,51.362,-0.453,]
Knaresborough,54.0084,-1.467,]
Broxburn,55.934,-3.471,]
Seacombe,53.409,-3.029,]
Baildon,53.851,-1.763,]
Perivale,51.5383,-0.3192,]
Wombwell,53.516,-1.4,]
Stanley,53.7145,-1.476,]
Llantrisant,51.542,-3.375,]
Broxbourne,51.7495,-0.0216,]
Dawlish,50.581,-3.466,]
Featherstone,53.7,-1.37,]
Mexborough,53.4992,-1.283,]
Neston,53.289,-3.074,]
Bidston,53.402,-3.078,]
Northenden,53.4075,-2.2583,]
Chellaston,52.8671,-1.4384,]
Verwood,50.8815,-1.8785,]
Redruth,50.2328,-5.2264,]
Palmers Green,51.6178,-0.1092,]
Totteridge,51.6354,-0.2,]
Blaydon,54.963,-1.719,]
New Brighton,53.432,-3.049,]
Newport Pagnell,52.087,-0.722,]
Tredegar,51.7776,-3.2407,]
